url,type,status,indexable,in_sitemap,title,title_len,meta_description,h1,h1_count,word_count,images,images_missing_alt,forms,ctas,internal_links_out,internal_links_in,schema_types,canonical,html_kb,scripts,copy_excerpt
https://luptons.com/category/news/,archive,200,True,True,News Archives - Lupton Associates,33,,News,1,678,10,1,,Contact; Read More; Request Quote; Request a Quote,67,155,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/,139,62,"News 19 Apr Life Coach 101 Posted at 16:38h in News by Lucinda Steinhauser 0 Comments 0 Likes Share In their new book, David Novak and Jason Goldsmith illuminate a path to career fulfillment that begins with pursuing joy. That princi"
https://luptons.com/category/news/page/10/,archive,200,True,False,News Archives - Page 10 of 13 - Lupton Associates,49,,News,1,675,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/10/,139,62,"News 03 May Trade Deficit Decline Posted at 16:49h in News by Lucinda Steinhauser 0 Comments 0 Likes Share The Commerce Department reported that the trade deficit fell in February to to $49.4 billion (3.4%), marking the lowest level "
https://luptons.com/category/news/page/11/,archive,200,True,False,News Archives - Page 11 of 13 - Lupton Associates,49,,News,1,689,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/11/,140,62,News 27 Feb Slumping Commodity Prices Posted at 19:37h in News by Lucinda Steinhauser 0 Comments 0 Likes Share Kiplinger Letter sees commodity prices staying soft for at least the first half of 2019. The health of the global economy 
https://luptons.com/category/news/page/12/,archive,200,True,False,News Archives - Page 12 of 13 - Lupton Associates,49,,News,1,648,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/12/,139,62,News 27 Dec Fitness and big data Posted at 16:19h in News by Lucinda Steinhauser 0 Comments 0 Likes Share Life insurance companies are beginning to offer rewards to customers that track their fitness activity using wearable trackers 
https://luptons.com/category/news/page/13/,archive,200,True,False,News Archives - Page 13 of 13 - Lupton Associates,49,,News,1,617,10,1,,Contact; Read More; Request Quote; Request a Quote,66,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/13/,135,62,"News 03 Oct Manufacturing in 2019 Posted at 14:02h in News by Lucinda Steinhauser 0 Comments 0 Likes Share While manufacturing is in the midst of a very solid year, a few storm clouds are gathering in the sky. Rising interest rates w"
https://luptons.com/category/news/page/2/,archive,200,True,False,News Archives - Page 2 of 13 - Lupton Associates,48,,News,1,675,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/2/,139,62,"News 29 Sep CMMC Update Posted at 19:25h in News by Lucinda Steinhauser 0 Comments 0 Likes Share Since the writing of my first article on Cybersecurity Maturity Model Certification (CMMC) over a year ago, the program continues to gai"
https://luptons.com/category/news/page/3/,archive,200,True,False,News Archives - Page 3 of 13 - Lupton Associates,48,,News,1,690,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/3/,140,62,"News 03 Jun The Overgrown Deficit Posted at 14:06h in News by Lucinda Steinhauser 0 Comments 84 Likes Share In the aftermath of the pandemic, the national debt is soaring. The trillions of dollars in stimulus spending that has been a"
https://luptons.com/category/news/page/4/,archive,200,True,False,News Archives - Page 4 of 13 - Lupton Associates,48,,News,1,684,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/4/,139,62,"News 03 Mar Supply Chain Disruptions During a Pandemic Posted at 19:12h in News by Lucinda Steinhauser 0 Comments 3 Likes Share Early on, at the start of the COVID-19 outbreak, businesses were forced to close when state mandates were"
https://luptons.com/category/news/page/5/,archive,200,True,False,News Archives - Page 5 of 13 - Lupton Associates,48,,News,1,686,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/5/,139,62,"News 11 Nov Q3 GDP Posted at 15:47h in News by Lucinda Steinhauser 0 Comments 0 Likes Share The advance estimate for real gross domestic product (third quarter, 2020) increased by 33.1%. The real GDP decreased by 31.4% in the second "
https://luptons.com/category/news/page/6/,archive,200,True,False,News Archives - Page 6 of 13 - Lupton Associates,48,,News,1,683,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/6/,139,62,News 25 Jun The new (airline travel) normal Posted at 14:22h in News by Lucinda Steinhauser 0 Comments 0 Likes Share What’s in store for you the next time that you fly? Industry experts suggest that airlines will have a difficult bal
https://luptons.com/category/news/page/7/,archive,200,True,False,News Archives - Page 7 of 13 - Lupton Associates,48,,News,1,659,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/7/,139,62,"News 13 Feb Global Shipping has the Flu Posted at 20:31h in News by Lucinda Steinhauser 0 Comments 0 Likes Share The spread of the coronavirus in China is impacting global shipping, as shipping companies that carry goods from China a"
https://luptons.com/category/news/page/8/,archive,200,True,False,News Archives - Page 8 of 13 - Lupton Associates,48,,News,1,680,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/8/,139,62,News 08 Nov Medical Device Excise Tax (MDET) Posted at 15:55h in News by Lucinda Steinhauser 0 Comments 0 Likes Share Chinese Tariffs aren’t the only reason that CEO’s are worried about their profits and ability to compete in the glo
https://luptons.com/category/news/page/9/,archive,200,True,False,News Archives - Page 9 of 13 - Lupton Associates,48,,News,1,680,10,1,,Contact; Read More; Request Quote; Request a Quote,67,13,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/news/page/9/,139,62,"News 24 Jul Who’s Paying for Tariffs? Posted at 14:05h in News by Lucinda Steinhauser 0 Comments 0 Likes Share The economics of tariffs are relatively complicated, and the research conducted in the free trade era may be less applicab"
https://luptons.com/category/resources/,archive,200,True,True,Resources Archives - Lupton Associates,38,,Resources,1,270,10,1,,Contact; Read More; Request Quote; Request a Quote,56,5,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/resources/,132,62,Resources 11 Jun Graphite Die Cast Aluminum Chassis For Field Deployed Communications Hardware Posted at 19:19h in Resources by jessicaskorich 0 Comments 0 Likes Share Read More 11 Jun Thermoformed Cover For High-End Digital Printer 
https://luptons.com/category/resources/page/2/,archive,200,True,False,Resources Archives - Page 2 of 2 - Lupton Associates,52,,Resources,1,65,10,1,,Contact; Read More; Request Quote; Request a Quote,48,2,"BreadcrumbList, CollectionPage, Organization, WebSite",https://luptons.com/category/resources/page/2/,108,62,Resources 11 Jun Sheet Metal Fabrication for Aluminum Platform for Scissor Lift Posted at 19:11h in Resources by jessicaskorich 0 Comments 0 Likes Share Read More 22 Nov Short Run Stamping – Conversion of Small Detail Parts to the Sh
https://luptons.com/company-news/,archive,200,False,False,Insights Archive,16,"Archived Lupton Associates manufacturing insights, market notes, and legacy newsletter content preserved for reference.",Insights Archive,1,681,10,1,,Contact; Read More; Request Quote; Request a Quote,69,204,"BreadcrumbList, CollectionPage, Organization, WebPage, WebSite",,141,62,"Insights Archive 19 Apr Life Coach 101 Posted at 16:38h in News by Lucinda Steinhauser 0 Comments 0 Likes Share In their new book, David Novak and Jason Goldsmith illuminate a path to career fulfillment that begins with pursuing joy."
